Adjusted_Income,Personal_Income,Household_Size,Age,Bedrooms,Tenure,Building_Type,Region
1085308,90000.0,5,29,5.0,1.0,2.0,1901
1085308,65000.0,5,34,5.0,1.0,2.0,1901
1085308,80000.0,5,32,5.0,1.0,2.0,1901
1085308,90000.0,5,31,5.0,1.0,2.0,1901
1085308,90000.0,5,34,5.0,1.0,2.0,1901
1085308,98500.0,5,33,5.0,1.0,2.0,1901
1085308,75000.0,5,29,5.0,1.0,2.0,1901
1085308,81100.0,5,34,5.0,1.0,2.0,1901
1085308,76000.0,5,33,5.0,1.0,2.0,1901
1085308,60000.0,5,35,5.0,1.0,2.0,1901
1085308,90000.0,5,30,5.0,1.0,2.0,1901
1085308,60000.0,5,32,5.0,1.0,2.0,1901
1085308,75000.0,5,36,5.0,1.0,2.0,1901
1085308,68000.0,5,28,5.0,1.0,2.0,1901
1085308,74000.0,5,30,5.0,1.0,2.0,1901
1085308,73000.0,5,32,5.0,1.0,2.0,1901
1085308,65000.0,5,35,5.0,1.0,2.0,1901
1085308,64000.0,5,28,5.0,1.0,2.0,1901
1085308,80000.0,5,28,5.0,1.0,2.0,1901
1085308,66000.0,5,33,5.0,1.0,2.0,1901
1085308,99000.0,5,34,5.0,1.0,2.0,1901
1085308,62000.0,5,30,5.0,1.0,2.0,1901
1085308,65000.0,5,33,5.0,1.0,2.0,1901
1085308,65000.0,5,35,5.0,1.0,2.0,1901
1085308,66000.0,5,30,5.0,1.0,2.0,1901
1085308,62000.0,5,30,5.0,1.0,2.0,1901
1085308,78000.0,5,28,5.0,1.0,2.0,1901
1085308,65500.0,5,29,5.0,1.0,2.0,1901
1085308,61000.0,5,35,5.0,1.0,2.0,1901
1019518,70000.0,5,29,5.0,1.0,2.0,1901
1019518,62000.0,5,30,5.0,1.0,2.0,1901
1019518,100000.0,5,30,5.0,1.0,2.0,1901
1019518,70000.0,5,36,5.0,1.0,2.0,1901
1019518,70000.0,5,29,5.0,1.0,2.0,1901
1019518,85000.0,5,34,5.0,1.0,2.0,1901
1019518,100000.0,5,28,5.0,1.0,2.0,1901
1019518,85000.0,5,35,5.0,1.0,2.0,1901
1019518,60000.0,5,34,5.0,1.0,2.0,1901
1019518,100000.0,5,28,5.0,1.0,2.0,1901
1019518,85000.0,5,32,5.0,1.0,2.0,1901
1019518,75000.0,5,32,5.0,1.0,2.0,1901
1019518,82250.0,5,36,5.0,1.0,2.0,1901
1019518,76500.0,5,35,5.0,1.0,2.0,1901
1019518,70000.0,5,30,5.0,1.0,2.0,1901
1019518,85000.0,5,33,5.0,1.0,2.0,1901
1019518,60000.0,5,35,5.0,1.0,2.0,1901
1019518,68380.0,5,29,5.0,1.0,2.0,1901
1019518,60000.0,5,28,5.0,1.0,2.0,1901
1019518,60000.0,5,34,5.0,1.0,2.0,1901
1019518,70000.0,5,34,5.0,1.0,2.0,1901
1019518,95000.0,5,29,5.0,1.0,2.0,1901
1019518,73000.0,5,34,5.0,1.0,2.0,1901
1019518,75000.0,5,31,5.0,1.0,2.0,1901
1019518,75000.0,5,31,5.0,1.0,2.0,1901
1019518,60000.0,5,32,5.0,1.0,2.0,1901
1019518,63000.0,5,31,5.0,1.0,2.0,1901
1019518,61000.0,5,31,5.0,1.0,2.0,1901
1019518,74000.0,5,28,5.0,1.0,2.0,1901
1019518,70000.0,5,30,5.0,1.0,2.0,1901
1019518,63000.0,5,31,5.0,1.0,2.0,1901
1019518,67500.0,5,35,5.0,1.0,2.0,1901
1019518,78000.0,5,29,5.0,1.0,2.0,1901
1019518,90000.0,5,36,5.0,1.0,2.0,1901
1019518,71000.0,5,30,5.0,1.0,2.0,1901
1019518,80000.0,5,28,5.0,1.0,2.0,1901
1019518,63000.0,5,30,5.0,1.0,2.0,1901
1019518,90000.0,5,36,5.0,1.0,2.0,1901
1207712,94800.0,4,29,4.0,1.0,2.0,1901
1207712,66000.0,4,29,4.0,1.0,2.0,1901
1207712,60000.0,4,29,4.0,1.0,2.0,1901
1207712,100000.0,4,29,4.0,1.0,2.0,1901
1207712,90000.0,4,35,4.0,1.0,2.0,1901
1207712,72000.0,4,36,4.0,1.0,2.0,1901
1207712,85000.0,4,31,4.0,1.0,2.0,1901
1207712,65000.0,4,31,4.0,1.0,2.0,1901
1207712,67000.0,4,35,4.0,1.0,2.0,1901
1207712,90000.0,4,34,4.0,1.0,2.0,1901
1207712,90000.0,4,29,4.0,1.0,2.0,1901
1207712,60000.0,4,30,4.0,1.0,2.0,1901
1207712,60020.0,4,30,4.0,1.0,2.0,1901
1207712,60000.0,4,30,4.0,1.0,2.0,1901
1207712,60000.0,4,28,4.0,1.0,2.0,1901
1207712,62000.0,4,32,4.0,1.0,2.0,1901
1207712,65000.0,4,31,4.0,1.0,2.0,1901
1207712,82000.0,4,33,4.0,1.0,2.0,1901
1207712,65000.0,4,30,4.0,1.0,2.0,1901
1207712,80000.0,4,35,4.0,1.0,2.0,1901
1207712,68000.0,4,32,4.0,1.0,2.0,1901
1207712,79620.0,4,36,4.0,1.0,2.0,1901
1207712,70600.0,4,35,4.0,1.0,2.0,1901
1207712,72000.0,4,29,4.0,1.0,2.0,1901
1207712,60000.0,4,33,4.0,1.0,2.0,1901
1187140,62000.0,4,32,4.0,1.0,2.0,1901
1187140,92000.0,4,33,4.0,1.0,2.0,1901
1187140,63000.0,4,35,4.0,1.0,2.0,1901
1187140,70000.0,4,35,4.0,1.0,2.0,1901
1187140,65000.0,4,32,4.0,1.0,2.0,1901
1187140,62000.0,4,36,4.0,1.0,2.0,1901
1187140,85000.0,4,31,4.0,1.0,2.0,1901
1187140,80000.0,4,30,4.0,1.0,2.0,1901
1187140,65000.0,4,36,4.0,1.0,2.0,1901
1187140,80000.0,4,35,4.0,1.0,2.0,1901
1187140,72500.0,4,35,4.0,1.0,2.0,1901
1187140,60000.0,4,34,4.0,1.0,2.0,1901
1187140,75000.0,4,34,4.0,1.0,2.0,1901
1187140,68000.0,4,36,4.0,1.0,2.0,1901
1187140,75000.0,4,34,4.0,1.0,2.0,1901
1187140,60000.0,4,32,4.0,1.0,2.0,1901
1187140,72000.0,4,34,4.0,1.0,2.0,1901
1187140,60000.0,4,29,4.0,1.0,2.0,1901
1187140,90200.0,4,31,4.0,1.0,2.0,1901
1187140,60000.0,4,31,4.0,1.0,2.0,1901
1187140,80000.0,4,36,4.0,1.0,2.0,1901
1187140,80000.0,4,31,4.0,1.0,2.0,1901
1187140,87000.0,4,29,4.0,1.0,2.0,1901
1187140,68000.0,4,31,4.0,1.0,2.0,1901
1187140,60000.0,4,30,4.0,1.0,2.0,1901
1187140,78000.0,4,34,4.0,1.0,2.0,1901
1187140,70000.0,4,29,4.0,1.0,2.0,1901
1187140,88000.0,4,31,4.0,1.0,2.0,1901
1159185,60000.0,4,34,4.0,1.0,2.0,1901
1159185,60000.0,4,34,4.0,1.0,2.0,1901
1159185,64000.0,4,28,4.0,1.0,2.0,1901
1159185,60000.0,4,36,4.0,1.0,2.0,1901
1159185,60800.0,4,29,4.0,1.0,2.0,1901
1159185,65000.0,4,32,4.0,1.0,2.0,1901
1159185,60000.0,4,36,4.0,1.0,2.0,1901
1159185,85000.0,4,34,4.0,1.0,2.0,1901
1159185,85000.0,4,32,4.0,1.0,2.0,1901
1159185,94000.0,4,31,4.0,1.0,2.0,1901
1159185,72000.0,4,34,4.0,1.0,2.0,1901
1159185,75000.0,4,29,4.0,1.0,2.0,1901
1159185,62000.0,4,36,4.0,1.0,2.0,1901
1159185,68000.0,4,36,4.0,1.0,2.0,1901
1159185,67000.0,4,35,4.0,1.0,2.0,1901
1159185,60000.0,4,33,4.0,1.0,2.0,1901
1159185,93000.0,4,35,4.0,1.0,2.0,1901
1159185,70000.0,4,36,4.0,1.0,2.0,1901
1159185,89000.0,4,34,4.0,1.0,2.0,1901
1159185,60000.0,4,31,4.0,1.0,2.0,1901
1159185,85000.0,4,29,4.0,1.0,2.0,1901
1159185,65920.0,4,28,4.0,1.0,2.0,1901
1159185,73000.0,4,30,4.0,1.0,2.0,1901
1159185,61000.0,4,33,4.0,1.0,2.0,1901
1159185,63000.0,4,34,4.0,1.0,2.0,1901
1159185,60000.0,4,29,4.0,1.0,2.0,1901
1159185,60000.0,4,36,4.0,1.0,2.0,1901
1159185,72700.0,4,33,4.0,1.0,2.0,1901
1159185,100000.0,4,30,4.0,1.0,2.0,1901
1159185,60000.0,4,34,4.0,1.0,2.0,1901
1159185,70000.0,4,33,4.0,1.0,2.0,1901
1159185,70000.0,4,34,4.0,1.0,2.0,1901
1159185,87010.0,4,31,4.0,1.0,2.0,1901
1159185,60000.0,4,32,4.0,1.0,2.0,1901
1159185,80000.0,4,36,4.0,1.0,2.0,1901
1159185,85000.0,4,33,4.0,1.0,2.0,1901
1159185,75000.0,4,32,4.0,1.0,2.0,1901
1159185,60000.0,4,30,4.0,1.0,2.0,1901
1159185,67000.0,4,33,4.0,1.0,2.0,1901
1085308,61000.0,4,30,4.0,1.0,2.0,1901
1085308,85280.0,4,36,4.0,1.0,2.0,1901
1085308,65000.0,4,29,4.0,1.0,2.0,1901
1085308,86000.0,4,28,4.0,1.0,2.0,1901
1085308,65000.0,4,36,4.0,1.0,2.0,1901
1085308,61000.0,4,35,4.0,1.0,2.0,1901
1085308,60000.0,4,34,4.0,1.0,2.0,1901
1085308,70000.0,4,28,4.0,1.0,2.0,1901
1085308,65000.0,4,30,4.0,1.0,2.0,1901
1085308,80000.0,4,31,4.0,1.0,2.0,1901
1085308,87000.0,4,30,4.0,1.0,2.0,1901
1085308,75000.0,4,36,4.0,1.0,2.0,1901
1085308,80000.0,4,31,4.0,1.0,2.0,1901
1085308,74000.0,4,30,4.0,1.0,2.0,1901
1085308,90000.0,4,29,4.0,1.0,2.0,1901
1085308,65000.0,4,34,4.0,1.0,2.0,1901
1085308,80000.0,4,32,4.0,1.0,2.0,1901
1085308,90000.0,4,31,4.0,1.0,2.0,1901
1085308,90000.0,4,34,4.0,1.0,2.0,1901
1085308,98500.0,4,33,4.0,1.0,2.0,1901
1085308,75000.0,4,29,4.0,1.0,2.0,1901
1085308,81100.0,4,34,4.0,1.0,2.0,1901
1085308,76000.0,4,33,4.0,1.0,2.0,1901
1085308,60000.0,4,35,4.0,1.0,2.0,1901
1085308,90000.0,4,30,4.0,1.0,2.0,1901
1085308,60000.0,4,32,4.0,1.0,2.0,1901
1085308,75000.0,4,36,4.0,1.0,2.0,1901
1085308,68000.0,4,28,4.0,1.0,2.0,1901
1085308,74000.0,4,30,4.0,1.0,2.0,1901
1085308,73000.0,4,32,4.0,1.0,2.0,1901
1085308,65000.0,4,35,4.0,1.0,2.0,1901
1085308,64000.0,4,28,4.0,1.0,2.0,1901
1085308,80000.0,4,28,4.0,1.0,2.0,1901
1085308,66000.0,4,33,4.0,1.0,2.0,1901
1085308,99000.0,4,34,4.0,1.0,2.0,1901
1085308,62000.0,4,30,4.0,1.0,2.0,1901
1085308,65000.0,4,33,4.0,1.0,2.0,1901
1085308,65000.0,4,35,4.0,1.0,2.0,1901
1085308,66000.0,4,30,4.0,1.0,2.0,1901
1085308,62000.0,4,30,4.0,1.0,2.0,1901
1085308,78000.0,4,28,4.0,1.0,2.0,1901
1085308,65500.0,4,29,4.0,1.0,2.0,1901
1085308,61000.0,4,35,4.0,1.0,2.0,1901
1019518,70000.0,4,29,4.0,1.0,2.0,1901
1019518,62000.0,4,30,4.0,1.0,2.0,1901
1019518,100000.0,4,30,4.0,1.0,2.0,1901
1019518,70000.0,4,36,4.0,1.0,2.0,1901
1019518,70000.0,4,29,4.0,1.0,2.0,1901
1019518,85000.0,4,34,4.0,1.0,2.0,1901
1019518,100000.0,4,28,4.0,1.0,2.0,1901
1019518,85000.0,4,35,4.0,1.0,2.0,1901
1019518,60000.0,4,34,4.0,1.0,2.0,1901
1019518,100000.0,4,28,4.0,1.0,2.0,1901
1019518,85000.0,4,32,4.0,1.0,2.0,1901
1019518,75000.0,4,32,4.0,1.0,2.0,1901
1019518,82250.0,4,36,4.0,1.0,2.0,1901
1019518,76500.0,4,35,4.0,1.0,2.0,1901
1019518,70000.0,4,30,4.0,1.0,2.0,1901
1019518,85000.0,4,33,4.0,1.0,2.0,1901
1019518,60000.0,4,35,4.0,1.0,2.0,1901
1019518,68380.0,4,29,4.0,1.0,2.0,1901
1019518,60000.0,4,28,4.0,1.0,2.0,1901
1019518,60000.0,4,34,4.0,1.0,2.0,1901
1019518,70000.0,4,34,4.0,1.0,2.0,1901
1019518,95000.0,4,29,4.0,1.0,2.0,1901
1019518,73000.0,4,34,4.0,1.0,2.0,1901
1019518,75000.0,4,31,4.0,1.0,2.0,1901
1019518,75000.0,4,31,4.0,1.0,2.0,1901
1019518,60000.0,4,32,4.0,1.0,2.0,1901
1019518,63000.0,4,31,4.0,1.0,2.0,1901
1019518,61000.0,4,31,4.0,1.0,2.0,1901
1019518,74000.0,4,28,4.0,1.0,2.0,1901
1019518,70000.0,4,30,4.0,1.0,2.0,1901
1019518,63000.0,4,31,4.0,1.0,2.0,1901
1019518,67500.0,4,35,4.0,1.0,2.0,1901
1019518,78000.0,4,29,4.0,1.0,2.0,1901
1019518,90000.0,4,36,4.0,1.0,2.0,1901
1019518,71000.0,4,30,4.0,1.0,2.0,1901
1019518,80000.0,4,28,4.0,1.0,2.0,1901
1019518,63000.0,4,30,4.0,1.0,2.0,1901
1019518,90000.0,4,36,4.0,1.0,2.0,1901
1207712,94800.0,2,29,4.0,1.0,2.0,1901
1207712,66000.0,2,29,4.0,1.0,2.0,1901
1207712,60000.0,2,29,4.0,1.0,2.0,1901
1207712,100000.0,2,29,4.0,1.0,2.0,1901
1207712,90000.0,2,35,4.0,1.0,2.0,1901
1207712,72000.0,2,36,4.0,1.0,2.0,1901
1207712,85000.0,2,31,4.0,1.0,2.0,1901
1207712,65000.0,2,31,4.0,1.0,2.0,1901
1207712,67000.0,2,35,4.0,1.0,2.0,1901
1207712,90000.0,2,34,4.0,1.0,2.0,1901
1207712,90000.0,2,29,4.0,1.0,2.0,1901
1207712,60000.0,2,30,4.0,1.0,2.0,1901
1207712,60020.0,2,30,4.0,1.0,2.0,1901
1207712,60000.0,2,30,4.0,1.0,2.0,1901
1207712,60000.0,2,28,4.0,1.0,2.0,1901
1207712,62000.0,2,32,4.0,1.0,2.0,1901
1207712,65000.0,2,31,4.0,1.0,2.0,1901
1207712,82000.0,2,33,4.0,1.0,2.0,1901
1207712,65000.0,2,30,4.0,1.0,2.0,1901
1207712,80000.0,2,35,4.0,1.0,2.0,1901
1207712,68000.0,2,32,4.0,1.0,2.0,1901
1207712,79620.0,2,36,4.0,1.0,2.0,1901
1207712,70600.0,2,35,4.0,1.0,2.0,1901
1207712,72000.0,2,29,4.0,1.0,2.0,1901
1207712,60000.0,2,33,4.0,1.0,2.0,1901
1187140,62000.0,2,32,4.0,1.0,2.0,1901
1187140,92000.0,2,33,4.0,1.0,2.0,1901
1187140,63000.0,2,35,4.0,1.0,2.0,1901
1187140,70000.0,2,35,4.0,1.0,2.0,1901
1187140,65000.0,2,32,4.0,1.0,2.0,1901
1187140,62000.0,2,36,4.0,1.0,2.0,1901
1187140,85000.0,2,31,4.0,1.0,2.0,1901
1187140,80000.0,2,30,4.0,1.0,2.0,1901
1187140,65000.0,2,36,4.0,1.0,2.0,1901
1187140,80000.0,2,35,4.0,1.0,2.0,1901
1187140,72500.0,2,35,4.0,1.0,2.0,1901
1187140,60000.0,2,34,4.0,1.0,2.0,1901
1187140,75000.0,2,34,4.0,1.0,2.0,1901
1187140,68000.0,2,36,4.0,1.0,2.0,1901
1187140,75000.0,2,34,4.0,1.0,2.0,1901
1187140,60000.0,2,32,4.0,1.0,2.0,1901
1187140,72000.0,2,34,4.0,1.0,2.0,1901
1187140,60000.0,2,29,4.0,1.0,2.0,1901
1187140,90200.0,2,31,4.0,1.0,2.0,1901
1187140,60000.0,2,31,4.0,1.0,2.0,1901
1187140,80000.0,2,36,4.0,1.0,2.0,1901
1187140,80000.0,2,31,4.0,1.0,2.0,1901
1187140,87000.0,2,29,4.0,1.0,2.0,1901
1187140,68000.0,2,31,4.0,1.0,2.0,1901
1187140,60000.0,2,30,4.0,1.0,2.0,1901
1187140,78000.0,2,34,4.0,1.0,2.0,1901
1187140,70000.0,2,29,4.0,1.0,2.0,1901
1187140,88000.0,2,31,4.0,1.0,2.0,1901
1159185,60000.0,2,34,4.0,1.0,2.0,1901
1159185,60000.0,2,34,4.0,1.0,2.0,1901
1159185,64000.0,2,28,4.0,1.0,2.0,1901
1159185,60000.0,2,36,4.0,1.0,2.0,1901
1159185,60800.0,2,29,4.0,1.0,2.0,1901
1159185,65000.0,2,32,4.0,1.0,2.0,1901
1159185,60000.0,2,36,4.0,1.0,2.0,1901
1159185,85000.0,2,34,4.0,1.0,2.0,1901
1159185,85000.0,2,32,4.0,1.0,2.0,1901
1159185,94000.0,2,31,4.0,1.0,2.0,1901
1159185,72000.0,2,34,4.0,1.0,2.0,1901
1159185,75000.0,2,29,4.0,1.0,2.0,1901
1159185,62000.0,2,36,4.0,1.0,2.0,1901
1159185,68000.0,2,36,4.0,1.0,2.0,1901
1159185,67000.0,2,35,4.0,1.0,2.0,1901
1159185,60000.0,2,33,4.0,1.0,2.0,1901
1159185,93000.0,2,35,4.0,1.0,2.0,1901
1159185,70000.0,2,36,4.0,1.0,2.0,1901
1159185,89000.0,2,34,4.0,1.0,2.0,1901
1159185,60000.0,2,31,4.0,1.0,2.0,1901
1159185,85000.0,2,29,4.0,1.0,2.0,1901
1159185,65920.0,2,28,4.0,1.0,2.0,1901
1159185,73000.0,2,30,4.0,1.0,2.0,1901
1159185,61000.0,2,33,4.0,1.0,2.0,1901
1159185,63000.0,2,34,4.0,1.0,2.0,1901
1159185,60000.0,2,29,4.0,1.0,2.0,1901
1159185,60000.0,2,36,4.0,1.0,2.0,1901
1159185,72700.0,2,33,4.0,1.0,2.0,1901
1159185,100000.0,2,30,4.0,1.0,2.0,1901
1159185,60000.0,2,34,4.0,1.0,2.0,1901
1159185,70000.0,2,33,4.0,1.0,2.0,1901
1159185,70000.0,2,34,4.0,1.0,2.0,1901
1159185,87010.0,2,31,4.0,1.0,2.0,1901
1159185,60000.0,2,32,4.0,1.0,2.0,1901
1159185,80000.0,2,36,4.0,1.0,2.0,1901
1159185,85000.0,2,33,4.0,1.0,2.0,1901
1159185,75000.0,2,32,4.0,1.0,2.0,1901
1159185,60000.0,2,30,4.0,1.0,2.0,1901
1159185,67000.0,2,33,4.0,1.0,2.0,1901
1085308,61000.0,2,30,4.0,1.0,2.0,1901
1085308,85280.0,2,36,4.0,1.0,2.0,1901
1085308,65000.0,2,29,4.0,1.0,2.0,1901
1085308,86000.0,2,28,4.0,1.0,2.0,1901
1085308,65000.0,2,36,4.0,1.0,2.0,1901
1085308,61000.0,2,35,4.0,1.0,2.0,1901
1085308,60000.0,2,34,4.0,1.0,2.0,1901
1085308,70000.0,2,28,4.0,1.0,2.0,1901
1085308,65000.0,2,30,4.0,1.0,2.0,1901
1085308,80000.0,2,31,4.0,1.0,2.0,1901
1085308,87000.0,2,30,4.0,1.0,2.0,1901
1085308,75000.0,2,36,4.0,1.0,2.0,1901
1085308,80000.0,2,31,4.0,1.0,2.0,1901
1085308,74000.0,2,30,4.0,1.0,2.0,1901
1085308,90000.0,2,29,4.0,1.0,2.0,1901
1085308,65000.0,2,34,4.0,1.0,2.0,1901
1085308,80000.0,2,32,4.0,1.0,2.0,1901
1085308,90000.0,2,31,4.0,1.0,2.0,1901
1085308,90000.0,2,34,4.0,1.0,2.0,1901
1085308,98500.0,2,33,4.0,1.0,2.0,1901
1085308,75000.0,2,29,4.0,1.0,2.0,1901
1085308,81100.0,2,34,4.0,1.0,2.0,1901
1085308,76000.0,2,33,4.0,1.0,2.0,1901
1085308,60000.0,2,35,4.0,1.0,2.0,1901
1085308,90000.0,2,30,4.0,1.0,2.0,1901
1085308,60000.0,2,32,4.0,1.0,2.0,1901
1085308,75000.0,2,36,4.0,1.0,2.0,1901
1085308,68000.0,2,28,4.0,1.0,2.0,1901
1085308,74000.0,2,30,4.0,1.0,2.0,1901
1085308,73000.0,2,32,4.0,1.0,2.0,1901
1085308,65000.0,2,35,4.0,1.0,2.0,1901
1085308,64000.0,2,28,4.0,1.0,2.0,1901
1085308,80000.0,2,28,4.0,1.0,2.0,1901
1085308,66000.0,2,33,4.0,1.0,2.0,1901
1085308,99000.0,2,34,4.0,1.0,2.0,1901
1085308,62000.0,2,30,4.0,1.0,2.0,1901
1085308,65000.0,2,33,4.0,1.0,2.0,1901
1085308,65000.0,2,35,4.0,1.0,2.0,1901
1085308,66000.0,2,30,4.0,1.0,2.0,1901
1085308,62000.0,2,30,4.0,1.0,2.0,1901
1085308,78000.0,2,28,4.0,1.0,2.0,1901
1085308,65500.0,2,29,4.0,1.0,2.0,1901
1085308,61000.0,2,35,4.0,1.0,2.0,1901
1019518,70000.0,2,29,4.0,1.0,2.0,1901
1019518,62000.0,2,30,4.0,1.0,2.0,1901
1019518,100000.0,2,30,4.0,1.0,2.0,1901
1019518,70000.0,2,36,4.0,1.0,2.0,1901
1019518,70000.0,2,29,4.0,1.0,2.0,1901
1019518,85000.0,2,34,4.0,1.0,2.0,1901
1019518,100000.0,2,28,4.0,1.0,2.0,1901
1019518,85000.0,2,35,4.0,1.0,2.0,1901
1019518,60000.0,2,34,4.0,1.0,2.0,1901
1019518,100000.0,2,28,4.0,1.0,2.0,1901
1019518,85000.0,2,32,4.0,1.0,2.0,1901
1019518,75000.0,2,32,4.0,1.0,2.0,1901
1019518,82250.0,2,36,4.0,1.0,2.0,1901
1019518,76500.0,2,35,4.0,1.0,2.0,1901
1019518,70000.0,2,30,4.0,1.0,2.0,1901
1019518,85000.0,2,33,4.0,1.0,2.0,1901
1019518,60000.0,2,35,4.0,1.0,2.0,1901
1019518,68380.0,2,29,4.0,1.0,2.0,1901
1019518,60000.0,2,28,4.0,1.0,2.0,1901
1019518,60000.0,2,34,4.0,1.0,2.0,1901
1019518,70000.0,2,34,4.0,1.0,2.0,1901
1019518,95000.0,2,29,4.0,1.0,2.0,1901
1019518,73000.0,2,34,4.0,1.0,2.0,1901
1019518,75000.0,2,31,4.0,1.0,2.0,1901
1019518,75000.0,2,31,4.0,1.0,2.0,1901
1019518,60000.0,2,32,4.0,1.0,2.0,1901
1019518,63000.0,2,31,4.0,1.0,2.0,1901
1019518,61000.0,2,31,4.0,1.0,2.0,1901
1019518,74000.0,2,28,4.0,1.0,2.0,1901
1019518,70000.0,2,30,4.0,1.0,2.0,1901
1019518,63000.0,2,31,4.0,1.0,2.0,1901
1019518,67500.0,2,35,4.0,1.0,2.0,1901
1019518,78000.0,2,29,4.0,1.0,2.0,1901
1019518,90000.0,2,36,4.0,1.0,2.0,1901
1019518,71000.0,2,30,4.0,1.0,2.0,1901
1019518,80000.0,2,28,4.0,1.0,2.0,1901
1019518,63000.0,2,30,4.0,1.0,2.0,1901
1019518,90000.0,2,36,4.0,1.0,2.0,1901
1207712,65240.0,3,29,5.0,1.0,2.0,4900
1207712,75000.0,3,29,5.0,1.0,2.0,4900
1207712,94000.0,3,36,5.0,1.0,2.0,4900
1207712,90000.0,3,36,5.0,1.0,2.0,4900
1207712,60000.0,3,30,5.0,1.0,2.0,4900
1207712,80000.0,3,33,5.0,1.0,2.0,4900
1207712,60000.0,3,29,5.0,1.0,2.0,4900
1207712,60000.0,3,28,5.0,1.0,2.0,4900
1207712,62000.0,3,31,5.0,1.0,2.0,4900
1207712,60000.0,3,34,5.0,1.0,2.0,4900
1207712,62000.0,3,34,5.0,1.0,2.0,4900
1207712,65000.0,3,34,5.0,1.0,2.0,4900
1207712,60000.0,3,33,5.0,1.0,2.0,4900
1207712,60000.0,3,31,5.0,1.0,2.0,4900
1207712,71500.0,3,31,5.0,1.0,2.0,4900
1207712,85000.0,3,34,5.0,1.0,2.0,4900
1207712,63000.0,3,35,5.0,1.0,2.0,4900
1207712,70000.0,3,30,5.0,1.0,2.0,4900
1207712,72000.0,3,29,5.0,1.0,2.0,4900
1207712,71140.0,3,33,5.0,1.0,2.0,4900
1207712,75600.0,3,33,5.0,1.0,2.0,4900
1207712,74000.0,3,30,5.0,1.0,2.0,4900
1207712,75000.0,3,29,5.0,1.0,2.0,4900
1207712,65000.0,3,29,5.0,1.0,2.0,4900
1207712,85000.0,3,31,5.0,1.0,2.0,4900
1207712,68000.0,3,36,5.0,1.0,2.0,4900
1207712,64000.0,3,29,5.0,1.0,2.0,4900
1207712,65000.0,3,31,5.0,1.0,2.0,4900
1187140,62000.0,3,34,5.0,1.0,2.0,4900
1187140,62700.0,3,28,5.0,1.0,2.0,4900
1187140,76000.0,3,33,5.0,1.0,2.0,4900
1187140,61000.0,3,29,5.0,1.0,2.0,4900
1187140,85200.0,3,36,5.0,1.0,2.0,4900
1187140,60000.0,3,32,5.0,1.0,2.0,4900
1187140,70400.0,3,34,5.0,1.0,2.0,4900
1187140,73000.0,3,29,5.0,1.0,2.0,4900
1187140,70400.0,3,33,5.0,1.0,2.0,4900
1187140,83000.0,3,34,5.0,1.0,2.0,4900
1187140,75000.0,3,28,5.0,1.0,2.0,4900
1187140,100000.0,3,35,5.0,1.0,2.0,4900
1187140,96000.0,3,36,5.0,1.0,2.0,4900
1187140,67000.0,3,34,5.0,1.0,2.0,4900
1187140,83000.0,3,33,5.0,1.0,2.0,4900
1187140,60000.0,3,34,5.0,1.0,2.0,4900
1187140,61400.0,3,32,5.0,1.0,2.0,4900
1187140,70000.0,3,30,5.0,1.0,2.0,4900
1187140,60000.0,3,35,5.0,1.0,2.0,4900
1187140,70000.0,3,30,5.0,1.0,2.0,4900
1187140,60000.0,3,28,5.0,1.0,2.0,4900
1187140,90200.0,3,29,5.0,1.0,2.0,4900
1187140,65000.0,3,36,5.0,1.0,2.0,4900
1187140,85000.0,3,34,5.0,1.0,2.0,4900
1159185,60000.0,3,34,5.0,1.0,2.0,4900
1159185,100000.0,3,36,5.0,1.0,2.0,4900
1159185,95000.0,3,33,5.0,1.0,2.0,4900
1159185,65000.0,3,32,5.0,1.0,2.0,4900
1159185,65000.0,3,36,5.0,1.0,2.0,4900
1159185,61000.0,3,36,5.0,1.0,2.0,4900
1159185,66600.0,3,32,5.0,1.0,2.0,4900
1159185,65000.0,3,28,5.0,1.0,2.0,4900
1159185,73000.0,3,29,5.0,1.0,2.0,4900
1159185,72000.0,3,30,5.0,1.0,2.0,4900
1159185,86000.0,3,30,5.0,1.0,2.0,4900
1159185,60000.0,3,32,5.0,1.0,2.0,4900
1159185,68000.0,3,33,5.0,1.0,2.0,4900
1159185,68000.0,3,30,5.0,1.0,2.0,4900
1159185,64000.0,3,34,5.0,1.0,2.0,4900
1159185,70000.0,3,36,5.0,1.0,2.0,4900
1159185,90000.0,3,35,5.0,1.0,2.0,4900
1159185,83000.0,3,29,5.0,1.0,2.0,4900
1159185,80000.0,3,36,5.0,1.0,2.0,4900
1159185,76000.0,3,29,5.0,1.0,2.0,4900
1159185,65000.0,3,31,5.0,1.0,2.0,4900
1159185,80000.0,3,29,5.0,1.0,2.0,4900
1159185,93000.0,3,30,5.0,1.0,2.0,4900
1159185,60000.0,3,31,5.0,1.0,2.0,4900
1159185,70000.0,3,34,5.0,1.0,2.0,4900
1159185,75000.0,3,34,5.0,1.0,2.0,4900
1159185,90000.0,3,35,5.0,1.0,2.0,4900
1159185,67000.0,3,34,5.0,1.0,2.0,4900
1159185,60000.0,3,30,5.0,1.0,2.0,4900
1159185,81000.0,3,36,5.0,1.0,2.0,4900
1159185,100000.0,3,34,5.0,1.0,2.0,4900
1159185,87000.0,3,36,5.0,1.0,2.0,4900
1159185,60000.0,3,34,5.0,1.0,2.0,4900
